Collision altitude [m],#Fragments [-],T_0 [days],SC Altitude Offset [m],Target Fraction [-],FoV [deg],Range [m],Incidence Angle [deg],Ablation Time [s],Scan Time [s],Cooldown Time [s],Fluence [J/m^2],Removal Altitude [m],Time Required [days],Fraction removed [-]
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,81.09846643518519,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,77.33472222222223,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,72.61571180555555,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,71.51293402777777,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,69.87372685185186,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,70.70465856481482,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,73.74568865740741,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,300000.0,20.0,37.5,5.0,70.0,8500.0,340000.0,89.4480613425926,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,82.5,5.0,70.0,8500.0,340000.0,343.1758101851852,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,77.5,5.0,70.0,8500.0,340000.0,131.40005787037038,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,94.98446180555555,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,83.74050925925926,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,77.9154224537037,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,75.20732060185185,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,72.8146412037037,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,74.41267361111112,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,78.17494212962963,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,295000.0,20.0,37.5,5.0,70.0,8500.0,340000.0,109.1599537037037,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,82.5,5.0,70.0,8500.0,340000.0,566.4051215277777,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,77.5,5.0,70.0,8500.0,340000.0,184.35431134259258,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,75.0,5.0,70.0,8500.0,340000.0,138.22083333333333,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,114.22320601851852,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,97.20089699074074,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,84.41281828703704,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,80.14913194444445,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,77.95405092592593,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,80.84149305555556,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,85.51611689814816,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,290000.0,20.0,37.5,5.0,70.0,8500.0,340000.0,130.65315393518517,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,87.5,5.0,70.0,8500.0,340000.0,724.9992476851852,0.4952578926854619
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,155.25868055555554,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,121.80572916666667,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,97.16548032407407,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,88.47913773148149,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,85.31996527777778,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,90.8958912037037,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,285000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,101.3267650462963,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,495.3439814814815,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,179.65445601851852,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,126.60749421296296,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,107.6423900462963,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,103.27853009259259,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,108.77181712962962,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,75.0,5.0,70.0,8500.0,340000.0,724.9991898148148,0.4746438006149582
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,724.9994791666667,0.48109653111601924
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,65.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.4869862717075917
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,60.0,5.0,70.0,8500.0,340000.0,724.9993055555556,0.4909272010740115
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,55.0,5.0,70.0,8500.0,340000.0,724.9997685185185,0.4944350612792863
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,724.9999421296296,0.4978130007362176
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,45.0,5.0,70.0,8500.0,340000.0,724.9997685185185,0.49915551513576717
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9998263888889,0.49612403100775193
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,35.0,5.0,70.0,8500.0,340000.0,724.999537037037,0.4871594993720497
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,30.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.4711792473257979
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,255000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.44419903858646226
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,250000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,724.9991319444445,0.4511714520808973
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,250000.0,20.0,85.0,5.0,70.0,8500.0,340000.0,724.9989583333333,0.4558052921051492
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,250000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9999421296296,0.4892815382616604
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,250000.0,20.0,35.0,5.0,70.0,8500.0,340000.0,724.9996527777778,0.4805335412065307
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,250000.0,20.0,30.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.465765882811485
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,250000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.43947858472998136
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,724.9991319444445,0.43588411069247757
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,80.0,5.0,70.0,8500.0,340000.0,724.9997106481482,0.44891949244294316
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,724.9991898148148,0.46022259754882855
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,60.0,5.0,70.0,8500.0,340000.0,724.9997106481482,0.4705296435840804
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,724.9994212962963,0.4784548092330345
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9998263888889,0.4774587501624009
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,30.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.45433285695725606
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,240000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9997685185185,0.42938807327530204
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.4211164522974319
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,80.0,5.0,70.0,8500.0,340000.0,724.9997106481482,0.43449828937681345
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,724.9991319444445,0.4459313152310424
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,60.0,5.0,70.0,8500.0,340000.0,724.9987847222222,0.45775410333030186
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,724.999537037037,0.4643800614958209
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9997685185185,0.46316746784461477
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,30.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.4423368411935386
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,230000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9996527777778,0.4194274825689663
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,220000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,724.9998842592593,0.4068684768957603
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,220000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,724.9993634259259,0.4326360919838898
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,220000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,724.9999421296296,0.45052184833917974
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,220000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9994791666667,0.4486163440301416
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,220000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9997685185185,0.4060023385734702
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,210000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,724.9996527777778,0.39049846260447796
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,210000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,724.9991898148148,0.41591962236369145
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,210000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,724.9994791666667,0.43527781386687453
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,210000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9994791666667,0.4335888441384089
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,210000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9996527777778,0.3934433329002642
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,200000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,724.9999421296296,0.3740418344809666
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,200000.0,20.0,80.0,5.0,70.0,8500.0,340000.0,724.9994212962963,0.38595123641245505
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,200000.0,20.0,60.0,5.0,70.0,8500.0,340000.0,724.9995949074074,0.40907712961759995
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,200000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,724.9998263888889,0.4185613442466762
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,200000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,724.9997685185185,0.3804512580659131
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,280000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,125.55266203703704,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,275000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,657.722511574074,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,275000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,537.7818576388889,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,275000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,179.03469328703704,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,275000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,139.53741319444444,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,275000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,124.44207175925926,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,275000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,132.44542824074074,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,270000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,724.9993055555556,0.4969468624139275
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,270000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,724.9909722222222,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,270000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,596.9096064814814,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,270000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,400.95167824074076,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,270000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,204.27259837962964,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,270000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,261.1222800925926,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,265000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,724.9998842592593,0.49595080334329394
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,265000.0,20.0,62.6,5.0,70.0,8500.0,340000.0,670.2169861209735,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,265000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,584.510011574074,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,265000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,535.4395833333333,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,260000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,710.4485821759259,0.5000216534580573
789000.0,100000.0,5.0,30000.0,0.5,38.43999999999999,260000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,667.9459780092593,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,75.35636574074074,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,87.5,5.0,70.0,8500.0,340000.0,73.64560185185185,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,85.0,5.0,70.0,8500.0,340000.0,71.43009259259259,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,82.5,5.0,70.0,8500.0,340000.0,70.10836226851852,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,80.0,5.0,70.0,8500.0,340000.0,68.61498842592593,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,77.5,5.0,70.0,8500.0,340000.0,67.68923611111111,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,75.0,5.0,70.0,8500.0,340000.0,66.71435185185184,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,65.77123842592593,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,64.89670138888889,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,64.33781828703704,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,65.0,5.0,70.0,8500.0,340000.0,63.65462962962963,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,63.77578125,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,60.0,5.0,70.0,8500.0,340000.0,63.311400462962965,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,62.84348958333333,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,55.0,5.0,70.0,8500.0,340000.0,63.475,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,63.7857349537037,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,64.24623842592592,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,64.8759837962963,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,45.0,5.0,70.0,8500.0,340000.0,65.85428240740741,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,67.78136574074074,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,69.66950231481482,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,37.5,5.0,70.0,8500.0,340000.0,73.24615162037037,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,35.0,5.0,70.0,8500.0,340000.0,80.04039351851851,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,32.5,5.0,70.0,8500.0,340000.0,116.32543402777777,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,30.0,5.0,70.0,8500.0,340000.0,447.2137152777778,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,27.5,5.0,70.0,8500.0,340000.0,670.5263599537037,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,300000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,728.9996527777778,0.48737603395262225
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,80.31174768518518,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,87.5,5.0,70.0,8500.0,340000.0,77.11646412037037,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,85.0,5.0,70.0,8500.0,340000.0,75.00891203703704,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,82.5,5.0,70.0,8500.0,340000.0,73.89435763888889,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,80.0,5.0,70.0,8500.0,340000.0,70.52876157407407,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,77.5,5.0,70.0,8500.0,340000.0,69.57719907407407,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,75.0,5.0,70.0,8500.0,340000.0,68.35960648148148,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,67.44166666666666,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,66.42013888888889,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,66.0589699074074,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,65.0,5.0,70.0,8500.0,340000.0,65.25231481481481,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,62.5,5.0,70.0,8500.0,340000.0,65.16221064814815,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,60.0,5.0,70.0,8500.0,340000.0,64.8995949074074,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,57.5,5.0,70.0,8500.0,340000.0,64.16359953703704,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,55.0,5.0,70.0,8500.0,340000.0,64.64548611111111,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,52.5,5.0,70.0,8500.0,340000.0,65.25578703703704,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,50.0,5.0,70.0,8500.0,340000.0,65.96145833333334,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,47.5,5.0,70.0,8500.0,340000.0,66.42667824074074,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,45.0,5.0,70.0,8500.0,340000.0,67.64189814814814,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,42.5,5.0,70.0,8500.0,340000.0,69.29658564814815,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,40.0,5.0,70.0,8500.0,340000.0,71.3404513888889,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,37.5,5.0,70.0,8500.0,340000.0,75.8291087962963,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,35.0,5.0,70.0,8500.0,340000.0,85.5837962962963,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,32.5,5.0,70.0,8500.0,340000.0,150.60127314814815,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,30.0,5.0,70.0,8500.0,340000.0,506.3588541666667,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,27.5,5.0,70.0,8500.0,340000.0,710.3712962962964,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,295000.0,20.0,25.0,5.0,70.0,8500.0,340000.0,728.9997685185185,0.4854272227274696
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,90.0,5.0,70.0,8500.0,340000.0,92.18159722222222,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,87.5,5.0,70.0,8500.0,340000.0,85.78544560185185,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,85.0,5.0,70.0,8500.0,340000.0,82.53148148148148,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,82.5,5.0,70.0,8500.0,340000.0,77.64916087962963,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,80.0,5.0,70.0,8500.0,340000.0,74.4875,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,77.5,5.0,70.0,8500.0,340000.0,72.95358796296296,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,75.0,5.0,70.0,8500.0,340000.0,71.7800925925926,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,72.5,5.0,70.0,8500.0,340000.0,69.61273148148148,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,70.0,5.0,70.0,8500.0,340000.0,68.01383101851852,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,67.5,5.0,70.0,8500.0,340000.0,68.08975694444445,0.5000216534580573
789000.0,100000.0,1.0,30000.0,0.5,38.43999999999999,290000.0,20.0,65.0,5.0,70.0,8500.0,340000.0,67.27858796296296,0.5000216534580573
